ticker,company_name,primary_industry,strategic_domains,value_chain_roles,business_summary,products_services,end_markets,strategic_importance,strategic_importance_rationale,evidence_valid,evidence_failure_reasons,evidence_quotes,accession_number,source_document_url,human_label,review_notes
PEP,PepsiCo Inc.,consumer_and_retail,,manufacturer | distributor_or_channel,"PepsiCo Inc. makes, markets, distributes, and sells a wide variety of beverages and convenient foods in more than 200 countries and territories. The company operates through segments including Frito-Lay North America and PepsiCo Beverages North America, serving major retail customers like Walmart.",beverages | convenient foods | concentrate | finished goods | vending machines | cooler equipment,Walmart Inc. | independent bottlers | traditional retailers | e-commerce channels | hard discounters | direct-to-consumer,1,"The company faces significant risks from commodity price fluctuations, supply chain disruptions, and regulatory changes, but does not disclose bottleneck potential or critical infrastructure control.",True,,"we make, market, distribute and sell a wide variety of beverages and convenient foods, serving customers and consumers in more than 200 countries | sales to Walmart Inc. (Walmart) and its affiliates... represented approximately 14% of our consolidated net revenue | Disruption of our manufacturing operations or supply chain, including increased commodity, packaging, transportation, labor and other input costs, can adversely affect our business. | climate change or other weather-related disruptions to our supply chain may also have a negative effect on agricultural production resulting in decreased availability or less favorable pricing for certain commodities",0000077476-26-000007,https://www.sec.gov/Archives/edgar/data/77476/000007747626000007/pep-20251227.htm,,
PFE,Pfizer Inc.,healthcare_and_life_sciences,biopharma | healthcare_infrastructure,manufacturer | platform_provider,"Pfizer Inc. is a science-driven global biopharmaceutical company engaged in the discovery, development, manufacture, marketing, sale, and distribution of biopharmaceutical products, vaccines, and specialty active pharmaceutical ingredients. The company operates globally, supplying medicines and vaccines to approximately 200 countries and territories, with significant revenue generated from both U.S. and international markets.",biopharmaceutical products | vaccines | specialty active pharmaceutical ingredients | strategic guidance and end-to-end R&D services | patented medicines | off-patent medicines,patients | physicians | payors | global health authorities | wholesale distributors | government customers,4,"Pfizer holds significant strategic importance as a major supplier of medicines and vaccines to approximately 200 countries, with its products facing intense competition and regulatory scrutiny that directly impacts global health system access and affordability.",True,,"Biopharma... is engaged in the discovery, development, manufacture, marketing, sale and distribution of biopharmaceutical products worldwide. | we supply our medicines and vaccines to approximately 200 countries and territories. | We educate patients, physicians, payors and global health authorities on the benefits and risks of our medicines and vaccines | any significant issues involving our largest wholesale distributors or government customers, which account for a substantial portion of our revenues",0000078003-26-000026,https://www.sec.gov/Archives/edgar/data/78003/000007800326000026/pfe-20251231.htm,,
PLTR,Palantir Technologies Inc.,software_and_data,enterprise_software | data_and_analytics | ai_compute | cloud_infrastructure | defense,software_or_service_provider | platform_provider,"Palantir Technologies Inc. builds and deploys principal software platforms, including Gotham, Foundry, Apollo, and AIP, to integrate customer data and operations across government and commercial sectors. These platforms enable organizations to connect data, analytics, and AI models to facilitate decision-making and optimize operations.",Gotham | Foundry | Apollo | AIP | The Ontology | Tactical Intelligence Targeting Access Node ground station system | AI-defined vehicle | Enterprise resource planning system,global defense agencies | intelligence community | disaster relief organizations | large government institutions | commercial institutions | U.S. military department,3,"The company provides critical infrastructure for integrating data and operations for government and commercial entities, with specific deployments in defense and AI-defined systems, though it faces intense competition and long sales cycles.",True,,"We have built four principal software platforms: Gotham, Foundry, Apollo, and AIP. Our software platforms provide the critical infrastructure needed to integrate our customers’ data and operations | For over a decade, Gotham has surfaced insights for global defense agencies, the intelligence community, disaster relief organizations and beyond. | In 2023, we began deploying our newest offering, AIP, which is designed for customers across the commercial and government sectors, enabling them to derive value from recent breakthroughs in AI | Army to develop and deliver the Tactical Intelligence Targeting Access Node ground station system, the Army’s first AI-defined vehicle",0001321655-26-000011,https://www.sec.gov/Archives/edgar/data/1321655/000132165526000011/pltr-20251231.htm,,
PPL,PPL Corporation,energy_and_utilities,grid_and_power | energy_transition | energy_security,infrastructure_operator | distributor_or_channel,"PPL Corporation is a utility holding company that delivers electricity and natural gas to customers in Pennsylvania, Kentucky, Virginia, and Rhode Island through regulated utility subsidiaries. The company operates transmission and distribution networks and generates electricity, with business plans increasingly focused on meeting demand from data centers and large load customers.",electricity distribution | electricity transmission | natural gas delivery | electricity generation | retail electricity services | natural gas sales | pollution control technology | battery storage,data centers | large load customers | residential customers | commercial customers | industrial customers,3,"PPL's strategic importance is driven by its role in expanding grid infrastructure to support the growing electricity demand from data centers and the digital economy, a key component of energy transition and grid resilience.",False,quote_not_found,"PPL is anticipating increases in load demand... Much of this demand is driven by interconnecting with and providing power to data centers and large load customers to serve an increasingly digital economy and to support artificial intelligence. | PPL, through its regulated utility subsidiaries, delivers electricity to customers in Pennsylvania, Kentucky, Virginia, and Rhode Island; delivers natural gas to customers in Kentucky and Rhode Island; and generates electricity from power plants in Kentucky. | Key objectives in support of this strategy include: Strengthening the reliability and resilience of our electric and gas networks... Advancing a cleaner energy future... including expanding and modernizing our generation with natural gas, renewables and battery storage. | PPL Electric delivers electricity to approximately 1.5 million customers in a 10,000-square mile territory in 29 counties within eastern and central Pennsylvania.",0000922224-26-000008,https://www.sec.gov/Archives/edgar/data/922224/000092222426000008/ppl-20251231.htm,,
PWR,Quanta Services Inc.,energy_and_utilities,grid_and_power | telecom_infrastructure | energy_transition | cloud_infrastructure,infrastructure_operator | software_or_service_provider,"Quanta Services is a leading provider of comprehensive infrastructure solutions for electric and gas utilities, power generation, large load centers, and communications markets. The company provides design, engineering, construction, and maintenance services for critical energy and technology infrastructure.","electric power transmission and distribution networks | substation facilities | wind, solar and gas power generation and battery storage facilities | low voltage electrical, mechanical, plumbing and process infrastructure | communications and cable multi-system operator networks | gas utility systems and pipeline transmission systems | pipeline integrity testing and rehabilitation services | civil solutions including site clearing and earthwork",electric utility | gas utility | data centers | advanced manufacturing | semiconductor | healthcare and pharmaceutical,4,"The company is a critical solutions provider for grid modernization and data center infrastructure, driven by high demand from utilities and technology sectors for reliable power delivery and connectivity.",True,,"Quanta Services, Inc. ... is a leading provider of comprehensive infrastructure solutions for the electric and gas utility, power generation, large load center, manufacturing, communications, pipeline and energy industries | utilities are continuing to invest significant capital in their electric power delivery systems through multi-year grid modernization and reliability programs | strong demand from our utility customers, which we believe is driven by increasing demand for electricity associated with, among other things, data centers | turnkey mechanical, plumbing and process infrastructure solutions ... position us to meet strong demand for these services by data center, manufacturing, semiconductor and other large load facilities",0001050915-26-000006,https://www.sec.gov/Archives/edgar/data/1050915/000105091526000006/pwr-20251231.htm,,
QCOM,QUALCOMM Incorporated,semiconductors,ai_compute | telecom_infrastructure | semiconductor_supply_chain,component_supplier | platform_provider | software_or_service_provider,"QUALCOMM Incorporated develops and commercializes foundational technologies and products, deriving revenues principally from sales of integrated circuit products and licensing its intellectual property portfolio. The company operates through semiconductor (QCT), licensing (QTL), and strategic initiatives (QSI) segments, with additional nonreportable government and data center businesses.",Integrated circuit products | System software | Patent licensing | Chipsets for mobile devices | Automotive connectivity and cockpit solutions | IoT edge networking products | Data center solutions | Government development services,Mobile handsets | Automotive | Internet of Things (IoT) | Data centers | U.S. government agencies | Consumer electronics,4,"The company holds intellectual property essential to wireless standards and supplies critical chipsets to major device manufacturers, creating bottleneck potential in the semiconductor supply chain for mobile and automotive connectivity.",True,,"We derive revenues principally from sales of integrated circuit products and licensing our intellectual property, including patents and other rights. | QTL grants licenses or otherwise provides rights to use portions of our intellectual property portfolio, which includes certain patent rights essential to and/or useful in the manufacture and sale of certain wireless products. | QCT develops and supplies integrated circuits and system software with advanced connectivity and high-performance, low-power computing technologies for use in mobile devices; automotive systems... and IoT... | In fiscal 2025, revenues from Apple, Samsung and Xiaomi each comprised 10% or more of our consolidated revenues.",0000804328-25-000085,https://www.sec.gov/Archives/edgar/data/804328/000080432825000085/qcom-20250928.htm,,
RTX,RTX Corporation,aerospace_and_defense,aerospace | defense,manufacturer | equipment_provider | component_supplier,"RTX Corporation is a global aerospace and defense company that provides advanced systems, aircraft engines, and services for commercial, military, and government customers. Its operations are organized into three segments: Collins Aerospace, Pratt & Whitney, and Raytheon.",aircraft engines | electric power generation and management systems | flight control and avionics systems | landing systems and braking systems | cabin interiors and seating | environmental control systems | connected aviation solutions | aftermarket parts and services,commercial airlines | military customers | government customers | aircraft manufacturers | aircraft leasing companies | business and general aviation,4,"RTX holds a critical position as a prime contractor and leading supplier of complex aerospace and defense equipment, with significant revenue derived from long-term contracts for essential military and commercial systems.",True,,"RTX Corporation is an aerospace and defense company that provides advanced systems and services for commercial, military, and government customers worldwide. | The majority of the Company’s revenues... are from long-term contracts associated with the design, development, manufacture or modification of complex aerospace or defense equipment or related services. | Collins designs, manufactures, and supplies electric power generation, management and distribution systems, environmental control systems, flight control systems... landing systems... integrated avionics... | Pratt & Whitney is among the world’s leading suppliers of aircraft engines for commercial, military, business jet, and general aviation customers.",0000101829-26-000006,https://www.sec.gov/Archives/edgar/data/101829/000010182926000006/rtx-20251231.htm,,
SANM,Sanmina Corp.,technology_hardware,semiconductor_supply_chain | cloud_infrastructure | industrial_automation | defense,manufacturer | component_supplier | equipment_provider,"Sanmina Corp. is a global provider of integrated manufacturing solutions, components, products, and services primarily to original equipment manufacturers (OEMs). Its operations are divided into Integrated Manufacturing Solutions (IMS), which handles PCB assembly and test, and Components, Products and Services (CPS), which supplies advanced components and specialized manufacturing services.",PCB assembly and test | high-level assembly and test | advanced PCBs and backplanes | cable assemblies | multi-chip package memory solutions | high-performance storage platforms | defense and aerospace products | smart manufacturing execution software,industrial | medical | defense and aerospace | automotive | communications networks | cloud infrastructure,2,"Sanmina provides critical manufacturing and supply chain services for mission-critical, highly regulated products in defense, aerospace, and cloud infrastructure, creating high switching costs and dependency for OEMs.",False,quote_not_found,"We are a leading global provider of integrated manufacturing solutions, components, products and repair, logistics and after-market services. | We target markets that we believe offer significant growth opportunities and in which OEMs sell complex mission critical products that are subject to strict regulatory requirements. | We provide these comprehensive offerings primarily to original equipment manufacturers (“OEMs”) in the following industries: industrial, medical, defense and aerospace, automotive, communications networks and cloud infrastructure. | We realize a substantial portion of our revenue from communications equipment customers, including cloud service providers and data center operators.",0000897723-25-000042,https://www.sec.gov/Archives/edgar/data/897723/000089772325000042/sanm-20250927.htm,,
SMCI,Super Micro Computer Inc.,technology_hardware,ai_compute | cloud_infrastructure | semiconductor_supply_chain,manufacturer | equipment_provider | component_supplier,"Super Micro Computer Inc. is a provider of application-optimized server, storage, and networking solutions, including liquid and air-cooled AI servers, designed for enterprise data centers, cloud computing, and edge computing markets. The company operates a global manufacturing and sales network, leveraging internal R&D and manufacturing capabilities to deliver high-performance IT solutions through direct and indirect channels.",Application-optimized server solutions | Rackmount and blade servers | Storage systems | Liquid and air cooled AI Servers for Training and Inferencing | SuperBlade platforms | Software management and support services | Global services and support | Edge computing platforms,Enterprise data centers | Cloud computing | AI industry | 5G/edge computing | International markets,4,"The company holds strategic importance as a critical equipment provider for the rapidly evolving AI industry, though its position is subject to significant supply chain bottlenecks and export control restrictions on semiconductors and GPUs.",False,quote_not_found,"We offer a broad range of compute, storage and edge platforms... designed to serve a variety of markets, such as enterprise data centers, cloud computing, AI and 5G/edge computing. | A portion of the recent success of our server and storage solutions has been dependent on the integration of our products and services within the AI industry. | Shortages could occur in these essential materials due to an interruption of supply... or increased demand in the industry (such as did occur due to volatility in emergent and rapidly evolving markets, including AI). | Import and export controls targeting products containing GPUs and semiconductors associated with AI... would further restrict our ability to export our technology, products, or services... creating a competitive disadvantage for us.",0001375365-25-000027,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000027/smci-20250630.htm,,
SNOW,Snowflake Inc.,software_and_data,cloud_infrastructure | data_and_analytics | enterprise_software | ai_compute,platform_provider | software_or_service_provider,"Snowflake Inc. provides a cloud data platform that enables customers to consolidate data for analytics and AI workloads across multiple public clouds. The company offers specialized capabilities for data engineering, AI, and transactions, targeting large enterprises and regulated industries.",Cloud data platform | Snowflake Intelligence | Snowflake Cortex Agents | Snowpark Container Services | Snowflake Postgres | Interactive Tables | Managed MCP Server | Professional services,Financial services | Public sector | Healthcare | Advertising | Media and Entertainment | Retail & Consumer Goods,2,"The company holds strategic relevance as a critical data infrastructure provider for AI and analytics, though it faces intense competition from well-resourced public cloud providers and risks from AI-driven vertical integration.",False,quote_not_found,"Snowflake provides a cloud data platform... Snowpark Container Services... Snowflake Intelligence... Snowflake Postgres | We believe that nearly all organizations will eventually embrace a cloud strategy... particularly with larger organizations and organizations with vast amounts of data | Frontier AI model providers may seek to vertically integrate their offerings by expanding into the data storage and management layers | Our competition includes... large, well-established, public cloud providers... including Amazon Web Services (AWS), Microsoft Azure (Azure), and Google Cloud Platform (GCP)",0001640147-26-000008,https://www.sec.gov/Archives/edgar/data/1640147/000164014726000008/snow-20260131.htm,,
SO,Southern Company,energy_and_utilities,grid_and_power | energy_transition | telecom_infrastructure,infrastructure_operator | manufacturer | distributor_or_channel,"Southern Company is a holding company that operates traditional vertically integrated electric utilities and a natural gas distribution business, alongside wholesale power generation and complementary energy services.",electric service to retail and wholesale customers | natural gas distribution | wholesale electricity sales | battery energy storage projects | gas marketing services | distributed energy and resilience solutions | microgrids | digital wireless communications and fiber optics,residential customers | commercial customers | industrial customers | governmental customers | utility customers | load-serving entities,3,"The company operates critical energy infrastructure serving millions of customers and provides essential grid services, including wholesale power and telecommunications, which are vital for regional reliability and energy transition.",True,,"The primary businesses of the Southern Company system are electricity sales by the traditional electric operating companies and Southern Power and the distribution of natural gas by Southern Company Gas. | Southern Company Gas is an energy services holding company whose primary business is the distribution of natural gas in four states – Illinois, Georgia, Virginia, and Tennessee | PowerSecure develops distributed energy and resilience solutions and deploys microgrids for commercial, industrial, governmental, and utility customers. | Southern Linc provides digital wireless communications for use by Southern Company and its subsidiary companies and also markets these services to the public and provides fiber optics services",0000092122-26-000006,https://www.sec.gov/Archives/edgar/data/92122/000009212226000006/so-20251231.htm,,
STX,Seagate Technology Holdings plc,technology_hardware,cloud_infrastructure | data_and_analytics,manufacturer | component_supplier,"Seagate Technology Holdings plc is a manufacturer of data storage products, including hard disk drives (HDDs) and solid-state drives (SSDs), serving legacy consumer markets and hyperscale data centers. The company faces intense competition from alternative storage technologies and is transitioning to advanced recording technologies like HAMR to maintain capacity and performance.",Hard disk drives (HDDs) | Solid-state drives (SSDs) | Nearline storage solutions | Storage subsystems | Branded consumer solutions | Encryption technology | Mozaic hard drive platform | HAMR technology HDDs,Hyperscale data centers | Cloud service providers (CSPs) | Consumer electronics | Legacy markets | Computer systems | Storage subsystems,3,"The company is a key manufacturer of mass capacity storage for hyperscale data centers and CSPs, but its strategic importance is moderated by the commoditization of its products and the competitive threat from alternative storage technologies like SSDs.",False,quote_not_found | quote_not_found,"We have been, and may in the future be, adversely affected by reduced, delayed, loss of or canceled purchases by one or more of our key customers, including large hyperscale data center companies and CSPs. | Our principal sources of competition include HDD and SSD manufacturers, and companies that provide storage subsystems... markets for our data storage products are characterized by technological change. | We have a long and unpredictable sales cycle for nearline storage solutions... supply them in high quantities to a small number of customers... variability of sales primarily due to the timing of IT spending as a reflection of cyclical demand from CSPs. | As part of our launch of the Mozaic hard drive platform, we are transitioning to key areal density recording technologies that use HAMR technology to increase HDD capacities.",0001137789-25-000157,https://www.sec.gov/Archives/edgar/data/1137789/000113778925000157/stx-20250627.htm,,
TEL,TE Connectivity plc,industrials_and_infrastructure,semiconductor_supply_chain | cloud_infrastructure | industrial_automation | aerospace | defense,component_supplier | manufacturer,"TE Connectivity plc is a global industrial technology leader providing connectivity and sensor solutions for power, signal, and data distribution. The company operates through two segments: Transportation Solutions and Industrial Solutions, serving diverse end markets including automotive, data centers, and aerospace.",connectivity and sensor solutions | terminals and connector systems | sensors | heat shrink tubing | relays | wire and cable | filters | interventional medical components,"automotive | commercial transportation | digital data networks | automation and connected living | aerospace, defense, and marine | energy",4,"The company is a critical component supplier for next-generation infrastructure, including AI-enabled data centers and advanced transportation systems, where its products must withstand harsh conditions and enable power and data distribution.",False,quote_not_found | quote_not_found,"broad range of connectivity and sensor solutions enable the distribution of power, signal, and data to advance next-generation transportation, energy networks, automated factories, data centers enabling artificial intelligence | Transportation Solutions segment is a leader in connectivity and sensor technologies... products... used in the automotive, commercial transportation, and sensors markets | Industrial Solutions segment is a leading supplier of products that connect and distribute power, data, and signals... used in digital data networks; automation and connected living; aerospace, defense, and marine; energy; and medical markets | A small portion of our products, including defense-related products, may require governmental import and export licenses... Any failure to maintain compliance with trade regulations could limit our ability to import and export raw materials and finished goods",0001104659-25-109150,https://www.sec.gov/Archives/edgar/data/1385157/000110465925109150/tel-20250926x10k.htm,,
TER,Teradyne Inc.,technology_hardware,semiconductor_supply_chain | industrial_automation,equipment_provider | manufacturer,"Teradyne is a leading global provider of automated test equipment and robotics solutions, serving industries such as semiconductors, consumer electronics, automotive, and aerospace and defense. The company operates through Semiconductor Test, Robotics, and Product Test segments, with significant revenue concentration among a few large OEM, IDM, and Fabless customers.",semiconductor test systems | collaborative robotic arms | autonomous mobile robots | circuit-board test and inspection systems | wireless test systems | photonic integrated circuit test solutions | defense and aerospace test instrumentation and systems,semiconductors | consumer electronics | wireless | automotive | industrial | aerospace and defense,3,"Teradyne holds strategic importance as a critical equipment provider for semiconductor manufacturing and industrial automation, though its reliance on a limited number of significant customers and exposure to industry cyclicality introduces concentration risk.",False,quote_not_found | quote_not_found,"Teradyne, Inc. is a leading global provider of automated test equipment and robotics solutions. | Teradyne's automated test systems are used to test semiconductors, wireless products, data storage, silicon photonics, and complex electronics systems in many industries including consumer electronics, wireless, automotive, industrial, computing, communications, and aerospace and defense industries. | Teradyne's robotics product offerings consist primarily of collaborative robotic arms and autonomous mobile robots used by global manufacturing, logistics and industrial customers. | In 2025, we had two customers who specified greater than 10% of our consolidated revenues and one additional customer who directly purchased more than 10% of our consolidated revenues.",0001193125-26-059002,https://www.sec.gov/Archives/edgar/data/97210/000119312526059002/ter-20251231.htm,,
TSM,Taiwan Semiconductor Manufacturing Company Limited,semiconductors,ai_compute | semiconductor_supply_chain | cloud_infrastructure,manufacturer | component_supplier,"TSMC is a global semiconductor foundry that provides wafer fabrication, packaging, and testing services to fabless IC design companies and system companies. The company specializes in leading-edge logic process technologies and advanced packaging solutions to support high-performance computing and AI applications.",wafer fabrication | packaging and testing services | mask making | 2-nanometer Nanosheet Transistor (N2) | 3-nanometer FinFET | 4-nanometer FinFET | CoWoS advanced packaging services | TSMC-SoIC manufacturing services,AI | cloud | enterprise data centers | 5G/6G infrastructures | smartphone applications | personal computer,5,"The company is a critical bottleneck in the semiconductor supply chain, providing the essential foundry capacity and leading-edge process technologies required for AI accelerators, cloud infrastructure, and high-performance computing.",False,quote_not_found,"HPC has become the key growth driver for our business. We provide customers... with leading-edge logic process technologies such as 2-nanometer Nanosheet Transistor (“N2”) | The principal source of our revenue is wafer fabrication, which accounted for approximately 86% of our net revenue in 2025. | These products can be used in current and future 5G/6G infrastructures, AI, cloud, and enterprise data centers. | Based on market demand, we have continued to add capacity to meet market needs for our products and services, including in Taiwan, in Arizona, U.S., in Kumamoto, Japan and in Dresden, Germany.",0001628280-26-025362,https://www.sec.gov/Archives/edgar/data/1046179/000162828026025362/tsm-20251231.htm,,
TT,Trane Technologies plc,industrials_and_infrastructure,energy_transition | industrial_automation | grid_and_power,manufacturer | equipment_provider | software_or_service_provider,"Trane Technologies is a global climate innovator that designs, manufactures, sells, and services heating, ventilation, air conditioning (HVAC), transport refrigeration, and custom refrigeration solutions. The company operates through three reportable segments serving commercial, residential, and transportation markets across the Americas, EMEA, and Asia Pacific.",HVAC systems and services | Transport refrigeration systems | Custom refrigeration solutions | Building controls and solutions | Energy services and solutions | Connected intelligent controls | Rental services | Repair and maintenance services,Commercial buildings | Residential homes | Transportation | Industrial process | Medical grade applications | Cold storage,2,"The company holds a leading market position in HVAC and transport temperature control, with a strategic focus on decarbonizing the built environment and reducing greenhouse gas emissions through energy-efficient solutions.",True,,"We generate revenue and cash primarily through the design, manufacture, sales and service of solutions for Heating, Ventilation and Air Conditioning (HVAC), transport refrigeration, and custom refrigeration solutions. | We are one of the leading manufacturers in the world of HVAC systems and services and transport temperature control products and services. | Overall Commercial HVAC markets in Americas and EMEA remain strong due to demand for our differentiated customer driven solutions and the benefits of installing energy efficient products and decarbonizing the built environment. | We bring sustainable and efficient solutions to buildings, homes and transportation through our strategic brands, Trane and Thermo King, and our environmentally responsible portfolio of products, services and connected intelligent controls.",0001628280-26-005731,https://www.sec.gov/Archives/edgar/data/1466258/000162828026005731/tt-20251231.htm,,
TXN,Texas Instruments Inc.,semiconductors,semiconductor_supply_chain | industrial_automation | cloud_infrastructure,manufacturer | component_supplier,"Texas Instruments designs and manufactures semiconductors, including analog and embedded processing products, sold to electronics designers and manufacturers globally. The company operates in more than 30 countries and generated $17.68 billion in revenue in 2025.",Power products | Signal Chain products | Microcontrollers | Processors | Wireless connectivity products | Radar products | DLP products | Application-specific integrated circuits (ASICs),Industrial | Automotive | Data center | Personal electronics | Communications equipment,3,"The company is a significant global manufacturer of semiconductors with substantial revenue exposure to critical industrial and automotive markets, though it faces intense competition and geopolitical trade risks.",True,,"We design and manufacture semiconductors that we sell to electronics designers and manufacturers all over the world. | Our Analog products are used in many markets, including industrial, automotive, data center, personal electronics and communications equipment. | Our Embedded Processing products are used in many markets, particularly industrial and automotive. | We have facilities in more than 30 countries. About 60% of our revenue comes from customers with headquarter locations outside the United States.",0000097476-26-000059,https://www.sec.gov/Archives/edgar/data/97476/000009747626000059/txn-20251231.htm,,
UNH,UnitedHealth Group Incorporated,healthcare_and_life_sciences,healthcare_infrastructure | data_and_analytics | enterprise_software,platform_provider | software_or_service_provider | distributor_or_channel,"UnitedHealth Group operates through four segments providing health benefits, pharmacy care services, and data and analytics solutions to consumers, employers, and public-sector entities. The company integrates insurance coverage with care delivery and technology to manage medical costs and improve health outcomes.","risk-based health benefit plans | pharmacy care services and programs | data, analytics, and research solutions | consulting and technology managed services | patient-centered care and care management | telehealth and remote patient monitoring | health financial services | administrative and management services",large national employers | public sector employers | individuals and sole proprietorships | seniors and Medicare eligible consumers | economically disadvantaged consumers | health benefits providers,1,"The company operates in highly competitive markets and faces risks from new entrants and regulatory changes, indicating it is a significant market participant but not a unique bottleneck or critical infrastructure provider.",True,,"We have four reportable segments: Optum Health; Optum Insight; Optum Rx; and UnitedHealthcare | Optum operates three business segments which combine distinctive capabilities in value-based care, population health, health care operations, data and analytics and pharmacy care services | UnitedHealthcare Employer & Individual offers a comprehensive array of consumer-oriented health benefit plans and services for large national employers, public sector employers, mid-sized employers, small businesses, and individuals. | As a diversified health care company, we operate in highly competitive markets across the full expanse of health care benefits and services.",0000731766-26-000062,https://www.sec.gov/Archives/edgar/data/731766/000073176626000062/unh-20251231.htm,,
UPS,United Parcel Service Inc.,transportation_and_logistics,transportation | logistics | healthcare_infrastructure,distributor_or_channel | infrastructure_operator,"United Parcel Service Inc. is a global package delivery and logistics provider operating an integrated air and ground network across more than 200 countries. The company provides time-definite delivery services, supply chain solutions, and specialized healthcare logistics.",time-definite delivery services | express letters and documents | supply chain solutions | healthcare logistics services | ocean freight and airfreight | customs brokerage | crowdsourced delivery platform (Roadie) | end-to-end return services,e-commerce markets | SMBs | healthcare and life sciences | business and consumer markets | retail activity | international trade,3,"The company operates a critical global logistics infrastructure with significant scale, serving over 1.6 million shipping customers and handling billions of packages annually, while also providing specialized healthcare logistics essential for life sciences.",True,,"UPS, founded in 1907, is a global package delivery and logistics provider. We offer a broad range of industry-leading products and services through our extensive global presence, serving over 200 countries and territories. | Our global small package operations provide time-definite delivery services for express letters, documents, packages and palletized freight via air and ground services. | We offer world-class technology, deep expertise and highly sophisticated healthcare logistics services. With a strategic focus on serving the unique, priority-handling needs of healthcare and life sciences customers... | In 2025, we served 1.6 million shipping customers and more than 10.7 million delivery recipients daily.",0001628280-26-008432,https://www.sec.gov/Archives/edgar/data/1090727/000162828026008432/ups-20251231.htm,,
VRT,Vertiv Holdings Co.,technology_hardware,ai_compute | cloud_infrastructure | grid_and_power,manufacturer | equipment_provider | software_or_service_provider,"Vertiv Holdings Co. designs, manufactures, and services critical digital infrastructure technologies, including power management, thermal management, and integrated modular solutions. The company supports data centers, communication networks, and industrial environments with a global service network and manufacturing footprint.",AC and DC power management | thermal management products | low/medium voltage switchgear | busbar | integrated modular solutions | racks | single phase UPS | rack power distribution,data centers | communications facilities | government agencies | utilities | industrial plants | enterprise locations,4,"The company is a critical supplier of power and cooling infrastructure for AI and high-performance computing workloads, with capacity expansions specifically driven by accelerating demand in these high-density compute segments.",True,,"Vertiv leads with first-to-market designs engineered for next-gen rack-scale artificial intelligence (AI) compute | These expansions support our ability to deliver critical power infrastructure at scale for data centers... amid accelerating demand, particularly driven by AI and high-performance computing workloads. | We design, manufacture and service critical digital infrastructure technology primarily for data centers, communication networks and commercial and industrial environments. | These comprehensive offerings are integral to the reliable operation of technologies used to support applications that include AI, e-commerce, online banking... wireless communications, Internet of Things and online gaming.",0001674101-26-000008,https://www.sec.gov/Archives/edgar/data/1674101/000167410126000008/vrt-20251231.htm,,
VST,Vistra Corp.,energy_and_utilities,grid_and_power | energy_transition,infrastructure_operator | distributor_or_channel,"Vistra Corp. is an integrated retail electricity and power generation company that provides essential power resources to customers, businesses, and communities from California to Maine. The company operates approximately 44,000 megawatts of generation capacity and serves approximately 5 million retail customers with electricity and natural gas.",retail electricity | natural gas | power generation | battery energy storage | 100% wind and solar options | thermostats and dashboards | nuclear generation | decommissioning and reclamation,residential customers | commercial customers | industrial customers | competitive wholesale power markets,3,"Vistra operates a significant integrated generation and retail network serving 5 million customers across major U.S. markets, providing essential power resources and diverse generation capacity including nuclear and renewables.",False,quote_not_found,"Vistra is an integrated retail electricity and power generation company that provides essential power resources to customers, businesses, and communities from California to Maine. | We serve approximately 5 million residential, commercial, and industrial retail customers with electricity and natural gas. | Our generation fleet totals approximately 44,000 megawatts of generation capacity powered by a diverse portfolio, including natural gas, nuclear, coal, solar, and battery energy storage facilities. | We believe that we have differentiated ourselves by providing a distinctive customer experience predicated on delivering reliable and innovative power products and solutions to our customers, including 100% wind and solar options, as well as thermostats, dashboards, and other programs designed to encourage reduced electricity consumption and increased energy efficiency.",0001692819-26-000006,https://www.sec.gov/Archives/edgar/data/1692819/000169281926000006/vistra-20251231.htm,,
WDC,Western Digital Corporation,technology_hardware,cloud_infrastructure | data_and_analytics | ai_compute,manufacturer | component_supplier,"Western Digital Corporation is a leading developer, manufacturer, and provider of data storage devices and solutions based on hard disk drive (HDD) technology. The company primarily serves the cloud and hyperscale data center markets, as well as client and consumer end markets.",hard disk drive (HDD) technology | high-capacity enterprise HDDs | data storage platforms | high-performance HDD solutions for desktop and notebooks | external storage products | tiered storage models | smart video system markets solutions,Cloud | Client | Consumer | public cloud environments | private cloud environments | enterprise customers,4,"The company provides critical components for worldwide data infrastructure, with its Cloud end market accounting for 88% of total revenue and serving hyperscale data centers that power the digital economy and AI applications.",True,,"We are a leading developer, manufacturer, and provider of data storage devices and solutions based on hard disk drive (“HDD”) technology. | HDDs are critical components in the worldwide data infrastructure market, powering the digital economy. | For the year ended June 27, 2025, the Cloud end market accounted for 88% of our total revenue | enabling the data-driven future, including AI and emerging applications.",0000106040-25-000038,https://www.sec.gov/Archives/edgar/data/106040/000010604025000038/wdc-20250627.htm,,
